town,flat_type,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
SENGKANG,4 ROOM,COMPASSVALE LANE,10 TO 12,93,Model A,2013,500000
SENGKANG,4 ROOM,COMPASSVALE LANE,16 TO 18,95,Model A,2013,550000
SENGKANG,4 ROOM,COMPASSVALE LANE,07 TO 09,93,Model A,2013,505000
SENGKANG,4 ROOM,COMPASSVALE LANE,13 TO 15,95,Model A,2013,542800
SENGKANG,4 ROOM,COMPASSVALE LANE,16 TO 18,92,Model A,2011,510000
SENGKANG,4 ROOM,COMPASSVALE LINK,13 TO 15,92,Premium Apartment,2008,560000
SENGKANG,4 ROOM,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2006,523000
SENGKANG,4 ROOM,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2009,635000
SENGKANG,4 ROOM,COMPASSVALE LINK,01 TO 03,90,Premium Apartment,2009,560000
SENGKANG,4 ROOM,COMPASSVALE LINK,10 TO 12,90,Premium Apartment,2006,542000
SENGKANG,4 ROOM,COMPASSVALE LINK,04 TO 06,90,Premium Apartment,2009,630000
SENGKANG,4 ROOM,COMPASSVALE ST,13 TO 15,90,Model A,2001,440000
SENGKANG,4 ROOM,COMPASSVALE ST,16 TO 18,94,Premium Apartment,2001,441000
SENGKANG,4 ROOM,COMPASSVALE WALK,04 TO 06,101,Model A,1999,460000
SENGKANG,4 ROOM,COMPASSVALE WALK,10 TO 12,100,Model A,1999,454500
SENGKANG,4 ROOM,FERNVALE LANE,13 TO 15,93,Premium Apartment,2004,445000
SENGKANG,4 ROOM,FERNVALE LINK,07 TO 09,95,Premium Apartment,2004,453000
SENGKANG,4 ROOM,FERNVALE LINK,16 TO 18,93,Model A,2016,510000
SENGKANG,4 ROOM,FERNVALE LINK,10 TO 12,93,Model A,2016,515000
SENGKANG,4 ROOM,FERNVALE LINK,25 TO 27,93,Model A,2016,512000
SENGKANG,4 ROOM,FERNVALE LINK,13 TO 15,93,Model A,2016,540000
SENGKANG,4 ROOM,FERNVALE LINK,13 TO 15,92,Model A,2015,495000
SENGKANG,4 ROOM,FERNVALE LINK,19 TO 21,93,Model A,2016,525000
SENGKANG,4 ROOM,FERNVALE RD,22 TO 24,96,Premium Apartment,2012,512000
SENGKANG,4 ROOM,FERNVALE RD,16 TO 18,95,Premium Apartment,2004,465000
SENGKANG,4 ROOM,FERNVALE RD,13 TO 15,96,Model A,2010,498000
SENGKANG,4 ROOM,FERNVALE RD,04 TO 06,94,Premium Apartment,2013,490000
SENGKANG,4 ROOM,FERNVALE RD,22 TO 24,95,Model A,2012,535000
SENGKANG,4 ROOM,FERNVALE RD,19 TO 21,95,Model A,2012,540000
SENGKANG,4 ROOM,FERNVALE RD,04 TO 06,94,Model A,2012,470000
SENGKANG,4 ROOM,FERNVALE RD,16 TO 18,95,Premium Apartment,2005,500000
SENGKANG,4 ROOM,FERNVALE RD,13 TO 15,94,Premium Apartment,2013,535000
SENGKANG,4 ROOM,FERNVALE RD,04 TO 06,96,Model A,2010,480000
SENGKANG,4 ROOM,FERNVALE RD,07 TO 09,92,Model A,2015,500000
SENGKANG,4 ROOM,FERNVALE RD,01 TO 03,95,Premium Apartment,2004,460000
SENGKANG,4 ROOM,FERNVALE RD,07 TO 09,95,Premium Apartment,2012,495000
SENGKANG,4 ROOM,FERNVALE RD,13 TO 15,95,Premium Apartment,2004,488000
SENGKANG,4 ROOM,FERNVALE RD,16 TO 18,95,Premium Apartment,2004,488000
SENGKANG,4 ROOM,FERNVALE ST,22 TO 24,93,Model A,2016,538000
SENGKANG,4 ROOM,FERNVALE ST,16 TO 18,93,Model A,2016,517000
SENGKANG,4 ROOM,FERNVALE ST,01 TO 03,93,Model A,2016,455000
SENGKANG,4 ROOM,RIVERVALE CRES,13 TO 15,90,Model A,2005,441888
SENGKANG,4 ROOM,RIVERVALE CRES,04 TO 06,93,Model A,2017,468000
SENGKANG,4 ROOM,RIVERVALE CRES,07 TO 09,87,Model A2,2000,420000
SENGKANG,4 ROOM,RIVERVALE CRES,07 TO 09,93,Model A,2015,440000
SENGKANG,4 ROOM,RIVERVALE CRES,13 TO 15,93,Model A,2017,480000
SENGKANG,4 ROOM,RIVERVALE CRES,16 TO 18,93,Model A,2017,519000
SENGKANG,4 ROOM,RIVERVALE CRES,10 TO 12,93,Model A,2015,445000
SENGKANG,4 ROOM,RIVERVALE DR,04 TO 06,91,Model A2,1999,428000
SENGKANG,4 ROOM,RIVERVALE ST,04 TO 06,100,Model A,1999,433000
SENGKANG,4 ROOM,RIVERVALE ST,13 TO 15,100,Model A,1999,460000
SENGKANG,4 ROOM,RIVERVALE WALK,13 TO 15,104,Model A,1999,465000
SENGKANG,4 ROOM,SENGKANG CTRL,07 TO 09,90,Premium Apartment,2009,635000
SENGKANG,4 ROOM,SENGKANG CTRL,07 TO 09,90,Premium Apartment,2009,615000
SENGKANG,4 ROOM,SENGKANG CTRL,01 TO 03,93,Premium Apartment,2010,485000
SENGKANG,4 ROOM,SENGKANG CTRL,16 TO 18,93,Premium Apartment,2010,610000
SENGKANG,4 ROOM,SENGKANG CTRL,10 TO 12,90,Premium Apartment,2009,610000
SENGKANG,4 ROOM,SENGKANG EAST WAY,07 TO 09,90,Model A,2002,460888
SENGKANG,4 ROOM,SENGKANG EAST WAY,16 TO 18,91,Model A,2000,440000
SENGKANG,4 ROOM,SENGKANG WEST AVE,04 TO 06,94,Model A,2011,465000
SENGKANG,4 ROOM,SENGKANG WEST AVE,16 TO 18,94,Model A,2011,515000
SENGKANG,4 ROOM,SENGKANG WEST WAY,25 TO 27,93,Model A,2014,520000
SENGKANG,4 ROOM,SENGKANG WEST WAY,16 TO 18,92,Model A,2014,500000
SENGKANG,4 ROOM,SENGKANG WEST WAY,25 TO 27,93,Model A,2016,500000
SENGKANG,5 ROOM,ANCHORVALE DR,13 TO 15,110,Improved,2002,590000
SENGKANG,5 ROOM,ANCHORVALE DR,10 TO 12,110,Improved,2002,545000
SENGKANG,5 ROOM,ANCHORVALE LANE,07 TO 09,112,Premium Apartment,2002,505000
SENGKANG,5 ROOM,ANCHORVALE LANE,01 TO 03,111,Premium Apartment,2002,450000
SENGKANG,5 ROOM,ANCHORVALE LANE,13 TO 15,111,Premium Apartment,2002,495000
SENGKANG,5 ROOM,ANCHORVALE LINK,07 TO 09,110,Premium Apartment,2003,490000
SENGKANG,5 ROOM,ANCHORVALE LINK,04 TO 06,110,Improved,2001,492000
SENGKANG,5 ROOM,ANCHORVALE LINK,04 TO 06,112,Improved,2015,620000
SENGKANG,5 ROOM,ANCHORVALE LINK,13 TO 15,110,Premium Apartment,2003,580000
SENGKANG,5 ROOM,ANCHORVALE RD,04 TO 06,110,Premium Apartment,2003,492888
SENGKANG,5 ROOM,ANCHORVALE RD,16 TO 18,110,Premium Apartment,2003,555000
SENGKANG,5 ROOM,ANCHORVALE RD,04 TO 06,113,Premium Apartment,2015,630000
SENGKANG,5 ROOM,ANCHORVALE RD,01 TO 03,110,Premium Apartment,2003,500000
SENGKANG,5 ROOM,ANCHORVALE RD,04 TO 06,110,Premium Apartment,2003,510000
SENGKANG,5 ROOM,ANCHORVALE RD,04 TO 06,110,Improved,2001,478000
SENGKANG,5 ROOM,ANCHORVALE RD,07 TO 09,112,Premium Apartment,2015,670000
SENGKANG,5 ROOM,ANCHORVALE ST,10 TO 12,112,Improved,2015,595000
SENGKANG,5 ROOM,ANCHORVALE ST,13 TO 15,112,Improved,2015,636888
SENGKANG,5 ROOM,ANCHORVALE ST,13 TO 15,112,Improved,2015,655000
SENGKANG,5 ROOM,COMPASSVALE BOW,01 TO 03,113,Improved,2017,705000
SENGKANG,5 ROOM,COMPASSVALE BOW,16 TO 18,113,Improved,2017,745000
SENGKANG,5 ROOM,COMPASSVALE CRES,10 TO 12,116,Premium Apartment,2017,660000
SENGKANG,5 ROOM,COMPASSVALE CRES,10 TO 12,113,Improved,2016,666000
SENGKANG,5 ROOM,COMPASSVALE CRES,10 TO 12,113,Premium Apartment,2017,668000
SENGKANG,5 ROOM,COMPASSVALE CRES,01 TO 03,116,Premium Apartment,2017,630000
SENGKANG,5 ROOM,COMPASSVALE CRES,07 TO 09,113,Improved,2016,650000
SENGKANG,5 ROOM,COMPASSVALE CRES,07 TO 09,110,Improved,2002,478000
SENGKANG,5 ROOM,COMPASSVALE CRES,13 TO 15,113,Premium Apartment,2017,688888
SENGKANG,5 ROOM,COMPASSVALE CRES,07 TO 09,113,Premium Apartment,2017,678000
SENGKANG,5 ROOM,COMPASSVALE CRES,04 TO 06,113,Premium Apartment,2017,640000
SENGKANG,5 ROOM,COMPASSVALE CRES,13 TO 15,113,Premium Apartment,2017,708000
SENGKANG,5 ROOM,COMPASSVALE CRES,10 TO 12,113,Improved,2016,655888
SENGKANG,5 ROOM,COMPASSVALE CRES,04 TO 06,113,Improved,2016,625000
SENGKANG,5 ROOM,COMPASSVALE DR,10 TO 12,112,Premium Apartment,2017,840000
SENGKANG,5 ROOM,COMPASSVALE DR,01 TO 03,112,Premium Apartment,2017,725000
SENGKANG,5 ROOM,COMPASSVALE DR,04 TO 06,112,Premium Apartment,2017,780888
SENGKANG,5 ROOM,COMPASSVALE LINK,07 TO 09,110,Premium Apartment,2006,605000
SENGKANG,5 ROOM,COMPASSVALE RD,07 TO 09,116,Improved,2000,512000
SENGKANG,5 ROOM,COMPASSVALE RD,13 TO 15,110,Improved,2001,568000
SENGKANG,5 ROOM,COMPASSVALE RD,04 TO 06,110,Improved,2001,558888
SENGKANG,5 ROOM,COMPASSVALE RD,01 TO 03,110,Improved,2001,540000
SENGKANG,5 ROOM,COMPASSVALE RD,13 TO 15,110,Improved,2001,528000
SENGKANG,5 ROOM,COMPASSVALE RD,04 TO 06,110,Improved,2001,560000
SENGKANG,5 ROOM,COMPASSVALE ST,07 TO 09,113,Premium Apartment,2001,536000
SENGKANG,5 ROOM,COMPASSVALE ST,10 TO 12,115,Premium Apartment,2001,560000
SENGKANG,5 ROOM,COMPASSVALE ST,04 TO 06,113,Premium Apartment,2001,520000
SENGKANG,5 ROOM,COMPASSVALE WALK,04 TO 06,123,Improved,1999,530000
SENGKANG,5 ROOM,FERNVALE LINK,13 TO 15,112,Improved,2015,660000
SENGKANG,5 ROOM,FERNVALE LINK,10 TO 12,113,Improved,2016,640000
SENGKANG,5 ROOM,FERNVALE LINK,16 TO 18,112,Improved,2015,658888
SENGKANG,5 ROOM,FERNVALE LINK,07 TO 09,113,Improved,2015,610000
SENGKANG,5 ROOM,FERNVALE RD,01 TO 03,110,Premium Apartment,2004,490000
SENGKANG,5 ROOM,FERNVALE RD,10 TO 12,115,Premium Apartment,2005,588888
SENGKANG,5 ROOM,FERNVALE RD,13 TO 15,115,Premium Apartment,2004,550000
SENGKANG,5 ROOM,FERNVALE ST,19 TO 21,113,Improved,2016,623000
SENGKANG,5 ROOM,RIVERVALE CRES,07 TO 09,110,Improved,2005,520000
SENGKANG,5 ROOM,RIVERVALE CRES,16 TO 18,110,Improved,2005,548000
SENGKANG,5 ROOM,RIVERVALE CRES,13 TO 15,110,Premium Apartment,2003,490000
SENGKANG,5 ROOM,RIVERVALE CRES,16 TO 18,113,Improved,2017,610000
SENGKANG,5 ROOM,RIVERVALE CRES,01 TO 03,113,Improved,2017,545000
SENGKANG,5 ROOM,RIVERVALE CRES,16 TO 18,113,Improved,2017,605000
SENGKANG,5 ROOM,RIVERVALE CRES,04 TO 06,113,Improved,2017,580000
SENGKANG,5 ROOM,RIVERVALE CRES,01 TO 03,113,Improved,2017,550000
SENGKANG,5 ROOM,RIVERVALE DR,13 TO 15,110,Improved,2000,487000
SENGKANG,5 ROOM,RIVERVALE DR,07 TO 09,115,Improved,1999,495000
SENGKANG,5 ROOM,RIVERVALE DR,07 TO 09,110,Improved,2001,480000
SENGKANG,5 ROOM,RIVERVALE DR,10 TO 12,115,Improved,2000,505000
SENGKANG,5 ROOM,RIVERVALE DR,13 TO 15,110,Improved,2000,505000
SENGKANG,5 ROOM,RIVERVALE DR,10 TO 12,115,Improved,2000,520000
SENGKANG,5 ROOM,RIVERVALE DR,04 TO 06,111,Improved,2001,500000
SENGKANG,5 ROOM,RIVERVALE DR,07 TO 09,110,Improved,2000,516000
SENGKANG,5 ROOM,RIVERVALE DR,16 TO 18,110,Improved,2000,530000
SENGKANG,5 ROOM,RIVERVALE DR,13 TO 15,111,Improved,2001,505000
SENGKANG,5 ROOM,RIVERVALE DR,10 TO 12,115,Improved,1999,500000
SENGKANG,5 ROOM,RIVERVALE WALK,16 TO 18,124,Improved,1999,610000
SENGKANG,5 ROOM,SENGKANG EAST AVE,10 TO 12,112,Premium Apartment,2015,800000
SENGKANG,5 ROOM,SENGKANG EAST AVE,04 TO 06,112,Premium Apartment,2015,762000
SENGKANG,5 ROOM,SENGKANG EAST WAY,13 TO 15,110,Improved,2000,491000
SENGKANG,5 ROOM,SENGKANG EAST WAY,16 TO 18,110,Improved,2000,520000
SENGKANG,5 ROOM,SENGKANG EAST WAY,13 TO 15,110,Improved,2001,595800
SENGKANG,5 ROOM,SENGKANG WEST WAY,19 TO 21,113,Improved,2014,665000
SENGKANG,5 ROOM,SENGKANG WEST WAY,04 TO 06,113,Improved,2016,540000
SENGKANG,5 ROOM,SENGKANG WEST WAY,13 TO 15,111,Improved,2015,580000
SENGKANG,5 ROOM,SENGKANG WEST WAY,10 TO 12,111,Improved,2015,580000
SERANGOON,3 ROOM,LOR LEW LIAN,13 TO 15,73,Improved,1978,390000
SERANGOON,3 ROOM,LOR LEW LIAN,10 TO 12,64,Improved,1978,335000
SERANGOON,3 ROOM,SERANGOON AVE 3,07 TO 09,64,Simplified,1985,405000
SERANGOON,3 ROOM,SERANGOON AVE 4,01 TO 03,67,New Generation,1984,341500
SERANGOON,3 ROOM,SERANGOON AVE 4,07 TO 09,67,New Generation,1984,340000
SERANGOON,3 ROOM,SERANGOON AVE 4,07 TO 09,67,New Generation,1985,370000
SERANGOON,3 ROOM,SERANGOON CTRL,04 TO 06,64,Simplified,1986,399000
SERANGOON,3 ROOM,SERANGOON NTH AVE 1,13 TO 15,70,Improved,1985,363000
SERANGOON,3 ROOM,SERANGOON NTH AVE 1,04 TO 06,64,Simplified,1986,330000
SERANGOON,3 ROOM,SERANGOON NTH AVE 1,04 TO 06,70,Improved,1985,340000
SERANGOON,4 ROOM,LOR LEW LIAN,07 TO 09,98,New Generation,1978,526000
SERANGOON,4 ROOM,SERANGOON AVE 2,07 TO 09,93,New Generation,1985,530000
SERANGOON,4 ROOM,SERANGOON AVE 2,13 TO 15,93,New Generation,1985,600000
SERANGOON,4 ROOM,SERANGOON AVE 3,10 TO 12,84,Simplified,1985,522000
SERANGOON,4 ROOM,SERANGOON AVE 3,04 TO 06,84,Simplified,1986,510000
SERANGOON,4 ROOM,SERANGOON AVE 4,04 TO 06,94,New Generation,1985,450000
SERANGOON,4 ROOM,SERANGOON AVE 4,07 TO 09,94,New Generation,1985,488000
SERANGOON,4 ROOM,SERANGOON AVE 4,04 TO 06,99,New Generation,1984,470000
SERANGOON,4 ROOM,SERANGOON CTRL,07 TO 09,105,Model A,1989,700000
SERANGOON,4 ROOM,SERANGOON CTRL,04 TO 06,103,Model A,1989,680000
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,415000
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,04 TO 06,93,New Generation,1985,435000
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,13 TO 15,83,Simplified,1987,425000
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,04 TO 06,103,Model A,1987,455888
SERANGOON,4 ROOM,SERANGOON NTH AVE 3,04 TO 06,100,Model A,1997,472000
SERANGOON,4 ROOM,SERANGOON NTH AVE 3,07 TO 09,100,Model A,1997,475000
SERANGOON,4 ROOM,SERANGOON NTH AVE 4,01 TO 03,103,Model A,1992,465000
SERANGOON,5 ROOM,SERANGOON AVE 2,10 TO 12,125,Improved,1985,688000
SERANGOON,5 ROOM,SERANGOON AVE 4,04 TO 06,123,Improved,1985,658000
SERANGOON,5 ROOM,SERANGOON CTRL DR,07 TO 09,115,Improved,1999,818000
SERANGOON,5 ROOM,SERANGOON CTRL DR,07 TO 09,115,Improved,1999,780000
SERANGOON,5 ROOM,SERANGOON NTH AVE 1,10 TO 12,122,Improved,1987,610000
SERANGOON,5 ROOM,SERANGOON NTH AVE 3,07 TO 09,119,Improved,1998,620000
SERANGOON,5 ROOM,SERANGOON NTH AVE 4,01 TO 03,120,Improved,1997,550000
SERANGOON,5 ROOM,SERANGOON NTH AVE 4,01 TO 03,122,Improved,1992,598000
TAMPINES,3 ROOM,TAMPINES AVE 4,07 TO 09,73,Model A,1984,371000
TAMPINES,3 ROOM,TAMPINES AVE 4,04 TO 06,73,Model A,1984,378000
TAMPINES,3 ROOM,TAMPINES AVE 8,01 TO 03,68,Model A,2017,420000
TAMPINES,3 ROOM,TAMPINES CTRL 7,04 TO 06,67,Model A,2015,435000
TAMPINES,3 ROOM,TAMPINES CTRL 8,07 TO 09,62,DBSS,2014,515000
TAMPINES,3 ROOM,TAMPINES CTRL 8,07 TO 09,61,DBSS,2014,500000
TAMPINES,3 ROOM,TAMPINES ST 11,07 TO 09,79,Model A,1983,395000
TAMPINES,3 ROOM,TAMPINES ST 12,04 TO 06,68,New Generation,1985,420000
TAMPINES,3 ROOM,TAMPINES ST 21,07 TO 09,75,Model A,1983,392000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,67,New Generation,1984,380000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,79,Model A,1983,430000
TAMPINES,3 ROOM,TAMPINES ST 21,01 TO 03,75,Model A,1985,357000
TAMPINES,3 ROOM,TAMPINES ST 21,01 TO 03,74,Model A,1985,360000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,74,Model A,1993,388000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,74,Model A,1993,395000
TAMPINES,3 ROOM,TAMPINES ST 21,07 TO 09,79,Model A,1982,380000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,74,Model A,1985,415000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,79,Model A,1984,388000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,82,New Generation,1987,392000
TAMPINES,3 ROOM,TAMPINES ST 21,04 TO 06,75,Model A,1985,375000
TAMPINES,3 ROOM,TAMPINES ST 21,07 TO 09,74,Model A,1984,397000
TAMPINES,3 ROOM,TAMPINES ST 21,01 TO 03,67,New Generation,1985,330000
TAMPINES,3 ROOM,TAMPINES ST 22,07 TO 09,73,Model A,1984,382000
TAMPINES,3 ROOM,TAMPINES ST 22,07 TO 09,65,Model A,2012,406000
TAMPINES,3 ROOM,TAMPINES ST 22,10 TO 12,77,Model A,1985,380000
TAMPINES,3 ROOM,TAMPINES ST 22,04 TO 06,67,New Generation,1985,350000
TAMPINES,3 ROOM,TAMPINES ST 22,07 TO 09,73,Model A,1984,367000
TAMPINES,3 ROOM,TAMPINES ST 42,10 TO 12,74,Model A,1985,380000
TAMPINES,3 ROOM,TAMPINES ST 43,04 TO 06,64,Simplified,1987,342888
TAMPINES,3 ROOM,TAMPINES ST 44,04 TO 06,74,Model A,1987,360000
TAMPINES,3 ROOM,TAMPINES ST 44,07 TO 09,64,Simplified,1987,336000
TAMPINES,3 ROOM,TAMPINES ST 81,04 TO 06,73,Model A,1984,365000
TAMPINES,3 ROOM,TAMPINES ST 83,04 TO 06,74,Model A,1987,370000
TAMPINES,3 ROOM,TAMPINES ST 83,04 TO 06,74,Model A,1987,370000
TAMPINES,3 ROOM,TAMPINES ST 84,01 TO 03,74,Model A,1988,365000
TAMPINES,4 ROOM,SIMEI RD,04 TO 06,104,Model A,1989,481000
TAMPINES,4 ROOM,SIMEI ST 1,04 TO 06,98,Model A,1996,538888
TAMPINES,4 ROOM,SIMEI ST 1,01 TO 03,104,Model A,1988,488000
TAMPINES,4 ROOM,SIMEI ST 1,04 TO 06,104,Model A,1988,555000
TAMPINES,4 ROOM,SIMEI ST 1,07 TO 09,104,Model A,1988,540000
TAMPINES,4 ROOM,SIMEI ST 2,10 TO 12,104,Model A,1988,538000
TAMPINES,4 ROOM,SIMEI ST 4,07 TO 09,104,Model A,1988,495000
TAMPINES,4 ROOM,SIMEI ST 4,10 TO 12,104,Model A,1989,522000
TAMPINES,4 ROOM,TAMPINES AVE 1,07 TO 09,93,Model A,2015,598000
TAMPINES,4 ROOM,TAMPINES AVE 1,13 TO 15,93,Model A,2015,665000
TAMPINES,4 ROOM,TAMPINES AVE 1,10 TO 12,93,Model A,2015,630000
TAMPINES,4 ROOM,TAMPINES AVE 4,07 TO 09,104,Model A,1984,465000
TAMPINES,4 ROOM,TAMPINES AVE 7,10 TO 12,108,Model A,1994,525000
TAMPINES,4 ROOM,TAMPINES AVE 8,04 TO 06,93,Model A,2017,560000
TAMPINES,4 ROOM,TAMPINES AVE 8,13 TO 15,92,Model A,2015,595000
TAMPINES,4 ROOM,TAMPINES AVE 8,10 TO 12,93,Model A,2017,600000
TAMPINES,4 ROOM,TAMPINES AVE 8,13 TO 15,93,Model A,2017,620000
TAMPINES,4 ROOM,TAMPINES AVE 8,04 TO 06,92,Model A,2015,530000
TAMPINES,4 ROOM,TAMPINES AVE 8,01 TO 03,104,Model A,1988,487000
TAMPINES,4 ROOM,TAMPINES CTRL 1,01 TO 03,103,Model A,1989,518000
TAMPINES,4 ROOM,TAMPINES CTRL 7,10 TO 12,93,Model A,2015,600000
TAMPINES,4 ROOM,TAMPINES CTRL 7,10 TO 12,93,Model A,2015,638000
TAMPINES,4 ROOM,TAMPINES CTRL 8,13 TO 15,84,DBSS,2014,720000
TAMPINES,4 ROOM,TAMPINES CTRL 8,01 TO 03,84,DBSS,2014,620000
TAMPINES,4 ROOM,TAMPINES CTRL 8,10 TO 12,83,DBSS,2014,680000
TAMPINES,4 ROOM,TAMPINES CTRL 8,13 TO 15,84,DBSS,2014,685000
TAMPINES,4 ROOM,TAMPINES CTRL 8,07 TO 09,83,DBSS,2014,695000
TAMPINES,4 ROOM,TAMPINES ST 12,01 TO 03,104,Model A,1984,545000
TAMPINES,4 ROOM,TAMPINES ST 12,07 TO 09,104,Model A,1985,522000
TAMPINES,4 ROOM,TAMPINES ST 12,04 TO 06,103,Model A,1984,499800
TAMPINES,4 ROOM,TAMPINES ST 12,07 TO 09,103,Model A,1984,530000
TAMPINES,4 ROOM,TAMPINES ST 12,01 TO 03,91,New Generation,1984,330000
TAMPINES,4 ROOM,TAMPINES ST 12,04 TO 06,91,New Generation,1984,450000
TAMPINES,4 ROOM,TAMPINES ST 12,04 TO 06,103,Model A,1985,550000
TAMPINES,4 ROOM,TAMPINES ST 21,04 TO 06,102,Model A,1984,513888
TAMPINES,4 ROOM,TAMPINES ST 21,07 TO 09,108,Model A,1993,523800
TAMPINES,4 ROOM,TAMPINES ST 21,01 TO 03,105,Model A,1985,515000
TAMPINES,4 ROOM,TAMPINES ST 21,04 TO 06,104,Model A,1983,490000
TAMPINES,4 ROOM,TAMPINES ST 21,01 TO 03,97,New Generation,1985,458000
TAMPINES,4 ROOM,TAMPINES ST 21,04 TO 06,91,New Generation,1984,475000
TAMPINES,4 ROOM,TAMPINES ST 22,04 TO 06,102,Model A,1984,473888
TAMPINES,4 ROOM,TAMPINES ST 22,01 TO 03,105,Model A,1984,453000
TAMPINES,4 ROOM,TAMPINES ST 22,04 TO 06,103,Model A,1984,470000
TAMPINES,4 ROOM,TAMPINES ST 22,07 TO 09,103,Model A,1984,465000
TAMPINES,4 ROOM,TAMPINES ST 23,04 TO 06,104,Model A,1985,480000
TAMPINES,4 ROOM,TAMPINES ST 24,04 TO 06,108,Model A,1985,470000
TAMPINES,4 ROOM,TAMPINES ST 32,07 TO 09,105,Model A,1993,500000
TAMPINES,4 ROOM,TAMPINES ST 33,04 TO 06,105,Model A,1996,467000
TAMPINES,4 ROOM,TAMPINES ST 34,01 TO 03,105,Model A,1995,490000
TAMPINES,4 ROOM,TAMPINES ST 34,07 TO 09,107,Model A,1996,460000
TAMPINES,4 ROOM,TAMPINES ST 34,04 TO 06,101,Model A,1997,495000
TAMPINES,4 ROOM,TAMPINES ST 41,07 TO 09,84,Simplified,1985,480000
TAMPINES,4 ROOM,TAMPINES ST 42,07 TO 09,104,Model A,1985,480000
TAMPINES,4 ROOM,TAMPINES ST 42,01 TO 03,84,Simplified,1988,452000
TAMPINES,4 ROOM,TAMPINES ST 42,01 TO 03,108,Model A,1987,480000
TAMPINES,4 ROOM,TAMPINES ST 43,04 TO 06,107,Model A,1993,480000
TAMPINES,4 ROOM,TAMPINES ST 43,10 TO 12,105,Model A,1985,468000
TAMPINES,4 ROOM,TAMPINES ST 43,07 TO 09,106,Model A,1993,490000
TAMPINES,4 ROOM,TAMPINES ST 43,10 TO 12,105,Model A,1986,477000
TAMPINES,4 ROOM,TAMPINES ST 44,01 TO 03,105,Model A,1987,458000
TAMPINES,4 ROOM,TAMPINES ST 71,13 TO 15,100,Model A,1997,515000
TAMPINES,4 ROOM,TAMPINES ST 71,04 TO 06,102,Model A,1997,485000
TAMPINES,4 ROOM,TAMPINES ST 71,07 TO 09,99,Model A,1997,525000
TAMPINES,4 ROOM,TAMPINES ST 72,10 TO 12,100,Model A,1997,502800
TAMPINES,4 ROOM,TAMPINES ST 82,07 TO 09,107,Model A,1985,522888
TAMPINES,4 ROOM,TAMPINES ST 83,04 TO 06,84,Simplified,1988,440000
TAMPINES,4 ROOM,TAMPINES ST 83,04 TO 06,104,Model A,1989,465000
TAMPINES,4 ROOM,TAMPINES ST 84,07 TO 09,104,Model A,1988,490000
TAMPINES,4 ROOM,TAMPINES ST 86,01 TO 03,94,Model A,2017,588000
TAMPINES,4 ROOM,TAMPINES ST 91,10 TO 12,104,Model A,1983,525000
TAMPINES,4 ROOM,TAMPINES ST 91,07 TO 09,103,Model A,1983,500000
TAMPINES,5 ROOM,SIMEI LANE,07 TO 09,110,DBSS,2011,818000
TAMPINES,5 ROOM,SIMEI RD,07 TO 09,121,Improved,1989,583000
TAMPINES,5 ROOM,SIMEI ST 1,01 TO 03,126,Improved,1987,600000
TAMPINES,5 ROOM,SIMEI ST 1,10 TO 12,122,Improved,1988,628888
TAMPINES,5 ROOM,SIMEI ST 1,04 TO 06,122,Improved,1987,582000
TAMPINES,5 ROOM,SIMEI ST 1,10 TO 12,121,Improved,1988,600000
TAMPINES,5 ROOM,SIMEI ST 2,01 TO 03,122,Improved,1989,580000
TAMPINES,5 ROOM,SIMEI ST 4,04 TO 06,122,Improved,1988,598000
TAMPINES,5 ROOM,TAMPINES AVE 4,13 TO 15,123,Improved,1985,628000
TAMPINES,5 ROOM,TAMPINES AVE 7,07 TO 09,127,Improved,1994,644000
TAMPINES,5 ROOM,TAMPINES AVE 7,01 TO 03,121,Improved,1994,558000
TAMPINES,5 ROOM,TAMPINES AVE 9,07 TO 09,124,Improved,1993,550000
TAMPINES,5 ROOM,TAMPINES CTRL 7,04 TO 06,107,DBSS,2008,730000
TAMPINES,5 ROOM,TAMPINES CTRL 7,07 TO 09,113,Improved,2015,767000
TAMPINES,5 ROOM,TAMPINES ST 12,01 TO 03,121,Improved,1984,630000
TAMPINES,5 ROOM,TAMPINES ST 21,10 TO 12,121,Improved,1985,610888
TAMPINES,5 ROOM,TAMPINES ST 21,07 TO 09,126,Improved,1984,568000
TAMPINES,5 ROOM,TAMPINES ST 21,10 TO 12,133,Model A,1984,665000
TAMPINES,5 ROOM,TAMPINES ST 22,10 TO 12,126,Improved,1985,540000
TAMPINES,5 ROOM,TAMPINES ST 22,01 TO 03,121,Improved,1985,500000
